case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct
SYNTH-01346,IP Infringement,Consumer Forum (State),2,Tamil Nadu,Retail,2013-04-03,2018-05-07,62,151.17,0.58,0,0,10,0,0,0,Decree in favour of defendant,
SYNTH-01347,IP Infringement,Commercial Court,2,Uttar Pradesh,Infrastructure,2019-05-26,2020-08-18,15,50.73,0.73,0,0,33,1,1,1,Decree in favour of plaintiff,
SYNTH-01348,Appeal (HC),High Court (Appeal),3,West Bengal,Manufacturing,2017-07-06,2020-08-19,38,89.68,0.52,0,0,23,0,0,0,Withdrawn,
SYNTH-01349,Consumer Dispute,NCLAT,3,Tamil Nadu,Real Estate,2019-02-25,2022-03-11,37,204.21,0.63,0,0,29,1,0,1,Settlement / Compromise,
SYNTH-01350,Labour / Employment,Consumer Forum (State),2,Tamil Nadu,Energy,2012-06-02,2013-09-25,16,430.41,0.52,0,0,19,1,0,0,Withdrawn,
SYNTH-01351,IP Infringement,Commercial Court,2,Maharashtra,IT / Technology,2014-04-14,2016-08-01,28,153.02,0.26,1,0,11,0,0,1,Decree in favour of plaintiff,
SYNTH-01352,Money Recovery,Consumer Forum (District),1,Tamil Nadu,IT / Technology,2019-06-19,2022-10-31,41,10.31,0.77,0,1,38,1,0,1,Decree in favour of plaintiff,46.51
SYNTH-01353,Writ (HC),Supreme Court,4,Telangana,Telecom,2020-09-24,2023-01-12,28,3.46,0.6,0,0,2,0,0,0,Dismissed for default,
SYNTH-01354,Labour / Employment,Supreme Court,4,Rajasthan,Banking & Finance,2012-03-13,2017-01-16,59,142.71,0.48,0,0,31,0,0,1,Decree in favour of plaintiff,
SYNTH-01355,Specific Performance,Consumer Forum (District),1,Tamil Nadu,Others,2012-01-25,2013-10-16,21,46.08,0.3,0,0,6,0,0,1,Settlement / Compromise,
SYNTH-01356,Civil Suit,Consumer Forum (District),1,Karnataka,Others,2017-03-29,2018-01-23,10,77.41,0.42,0,0,13,0,1,0,Transferred,
SYNTH-01357,Liquidation (IBC),District Court,1,Delhi,IT / Technology,2019-12-20,2022-08-06,32,2.04,0.29,0,0,36,0,0,0,Settlement / Compromise,1.54
SYNTH-01358,Consumer Dispute,Commercial Court,2,West Bengal,Banking & Finance,2021-08-04,2023-09-23,26,273.55,0.52,0,0,10,1,0,0,Transferred,
SYNTH-01359,IP Infringement,High Court (Original),3,Karnataka,Manufacturing,2011-09-22,2015-01-04,40,211.88,0.36,0,1,11,0,1,0,Settlement / Compromise,
SYNTH-01360,IP Infringement,NCLAT,3,Punjab,Others,2021-01-24,2022-04-19,15,390.71,0.38,0,0,7,1,1,0,Dismissed on merits,
SYNTH-01361,CIRP (IBC),District Court,1,Uttar Pradesh,Banking & Finance,2021-02-16,2025-09-23,56,73.05,0.45,0,1,33,0,0,1,Decree in favour of plaintiff,18.27
SYNTH-01362,CIRP (IBC),Supreme Court,4,Gujarat,Telecom,2010-10-02,2013-12-15,39,11.03,0.4,0,0,4,1,0,1,Decree in favour of plaintiff,41.81
SYNTH-01363,Liquidation (IBC),Supreme Court,4,Tamil Nadu,Telecom,2015-06-16,2020-07-19,62,7.84,0.75,0,0,10,1,1,0,Settlement / Compromise,1.34
SYNTH-01364,Arbitration,Consumer Forum (State),2,Tamil Nadu,Manufacturing,2015-11-25,2016-11-19,12,271.12,0.51,0,0,37,0,0,0,Dismissed for default,
SYNTH-01365,Specific Performance,High Court (Original),3,Telangana,Others,2012-12-27,2016-12-06,48,1729.28,0.66,0,0,32,0,1,0,Dismissed for default,
SYNTH-01366,Civil Suit,Consumer Forum (State),2,Rajasthan,Telecom,2016-10-20,2017-11-14,13,360.99,0.73,1,0,30,0,1,0,Decree in favour of defendant,
SYNTH-01367,Partition,Consumer Forum (District),1,Uttar Pradesh,Infrastructure,2012-03-22,2015-02-05,35,12.68,0.34,0,0,4,1,1,1,Decree in favour of plaintiff,
SYNTH-01368,CIRP (IBC),Commercial Court,2,Gujarat,Manufacturing,2021-07-07,2024-09-19,39,90.4,0.79,1,0,40,0,0,1,Settlement / Compromise,34.86
SYNTH-01369,Commercial Dispute,NCLT,2,Gujarat,Retail,2011-05-04,2013-04-23,24,1181.71,0.66,1,0,25,1,0,1,Settlement / Compromise,
SYNTH-01370,Writ (HC),Consumer Forum (District),1,Karnataka,Manufacturing,2015-01-15,2016-09-06,20,176.48,0.66,1,0,32,0,0,1,Decree in favour of plaintiff,
SYNTH-01371,Specific Performance,Consumer Forum (State),2,Karnataka,Real Estate,2021-02-24,2022-08-18,18,16.95,0.68,0,1,4,0,0,0,Decree in favour of defendant,
SYNTH-01372,Specific Performance,NCLAT,3,Gujarat,IT / Technology,2018-10-27,2021-04-14,30,7.21,0.4,0,0,21,1,0,0,Settlement / Compromise,
SYNTH-01373,Liquidation (IBC),Consumer Forum (District),1,Punjab,Infrastructure,2020-12-09,2022-04-03,16,57.46,0.46,0,0,35,0,0,0,Withdrawn,6.19
SYNTH-01374,Arbitration,Consumer Forum (District),1,Telangana,IT / Technology,2012-01-16,2014-05-05,28,164.34,0.63,0,0,39,0,0,0,Settlement / Compromise,
SYNTH-01375,Writ (HC),NCLT,2,Telangana,Manufacturing,2021-07-08,2022-12-30,18,35.65,0.38,0,0,15,0,0,0,Settlement / Compromise,
SYNTH-01376,Liquidation (IBC),NCLAT,3,Karnataka,IT / Technology,2019-03-26,2021-11-10,32,208.92,0.4,0,0,12,0,0,1,Decree in favour of plaintiff,17.21
SYNTH-01377,Appeal (HC),High Court (Appeal),3,Telangana,Manufacturing,2018-02-09,2026-12-24,108,13.17,0.64,0,0,29,0,1,1,Decree in favour of plaintiff,
SYNTH-01378,Writ (HC),High Court (Appeal),3,Punjab,Telecom,2017-07-26,2019-10-14,27,171.75,0.35,0,0,15,0,0,1,Settlement / Compromise,
SYNTH-01379,Arbitration,Consumer Forum (State),2,Delhi,Banking & Finance,2013-04-13,2014-04-08,12,21.13,0.39,1,0,24,0,0,1,Decree in favour of plaintiff,
SYNTH-01380,Labour / Employment,High Court (Appeal),3,West Bengal,Manufacturing,2015-09-19,2020-04-25,56,21.09,0.76,0,0,37,0,0,0,Withdrawn,
SYNTH-01381,Civil Suit,NCLT,2,Karnataka,Banking & Finance,2019-08-05,2021-09-23,26,166.71,0.6,0,0,27,0,1,0,Dismissed for default,
SYNTH-01382,Labour / Employment,NCLAT,3,West Bengal,Manufacturing,2011-03-23,2013-01-11,22,81.47,0.27,1,0,34,1,0,1,Settlement / Compromise,
SYNTH-01383,Appeal (HC),District Court,1,Tamil Nadu,Others,2011-05-06,2014-08-18,40,95.12,0.26,0,0,17,1,0,1,Settlement / Compromise,
SYNTH-01384,Liquidation (IBC),NCLT,2,West Bengal,Manufacturing,2017-12-06,2020-03-25,28,108.5,0.71,0,0,20,0,1,0,Withdrawn,1.54
SYNTH-01385,Writ (HC),Consumer Forum (State),2,Tamil Nadu,Retail,2010-05-23,2011-12-14,19,16.18,0.77,1,0,17,0,1,0,Settlement / Compromise,
SYNTH-01386,Partition,High Court (Appeal),3,Telangana,Retail,2020-04-22,2022-04-12,24,80.48,0.59,0,0,17,1,0,0,Transferred,
SYNTH-01387,CIRP (IBC),Supreme Court,4,West Bengal,Others,2014-10-15,2020-03-17,66,176.67,0.38,0,0,28,0,0,0,Settlement / Compromise,6.02
SYNTH-01388,Civil Suit,Supreme Court,4,Uttar Pradesh,Others,2016-02-04,2022-03-04,74,15.82,0.36,0,0,33,1,1,0,Dismissed on merits,
SYNTH-01389,IP Infringement,Supreme Court,4,Karnataka,Retail,2019-12-02,2025-03-05,64,94.27,0.58,0,0,38,0,0,1,Decree in favour of plaintiff,
SYNTH-01390,Partition,High Court (Appeal),3,Delhi,Others,2017-01-18,2020-07-01,42,2.39,0.44,0,0,14,0,0,0,Withdrawn,
SYNTH-01391,Appeal (HC),High Court (Appeal),3,West Bengal,Telecom,2011-06-14,2015-02-23,45,1508.39,0.5,0,0,22,0,1,0,Withdrawn,
SYNTH-01392,Money Recovery,Supreme Court,4,Punjab,Energy,2019-10-23,2023-12-01,50,18.32,0.39,0,0,16,0,1,0,Dismissed for default,11.91
SYNTH-01393,Labour / Employment,Consumer Forum (State),2,Maharashtra,Others,2014-05-23,2017-02-06,33,163.54,0.72,0,0,14,1,0,1,Settlement / Compromise,
SYNTH-01394,Civil Suit,Consumer Forum (State),2,Karnataka,Manufacturing,2015-08-14,2018-08-28,37,44.11,0.29,0,0,18,1,0,0,Dismissed on merits,
SYNTH-01395,Specific Performance,Supreme Court,4,Karnataka,IT / Technology,2013-09-27,2019-07-28,71,255.75,0.54,0,1,3,0,0,1,Decree in favour of plaintiff,
SYNTH-01396,CIRP (IBC),Consumer Forum (State),2,Maharashtra,IT / Technology,2019-06-30,2023-01-10,43,9.83,0.74,0,0,12,0,1,1,Decree in favour of plaintiff,43.49
SYNTH-01397,Liquidation (IBC),High Court (Original),3,Tamil Nadu,Real Estate,2012-10-13,2020-01-05,88,10.18,0.68,0,0,11,1,0,0,Transferred,5.69
SYNTH-01398,IP Infringement,NCLAT,3,Karnataka,Real Estate,2013-11-08,2015-10-29,24,15.24,0.67,0,1,32,0,0,1,Decree in favour of plaintiff,
SYNTH-01399,Injunction,Consumer Forum (District),1,Maharashtra,Manufacturing,2012-12-19,2018-08-20,69,81.22,0.38,0,0,17,0,0,1,Settlement / Compromise,
SYNTH-01400,Appeal (HC),High Court (Original),3,West Bengal,Energy,2010-12-13,2016-07-14,68,43.49,0.29,0,1,29,0,0,0,Dismissed for default,
SYNTH-01401,Consumer Dispute,Consumer Forum (State),2,West Bengal,IT / Technology,2019-01-22,2022-01-06,36,192.33,0.74,0,0,33,0,0,0,Settlement / Compromise,
SYNTH-01402,Commercial Dispute,Consumer Forum (State),2,Telangana,Banking & Finance,2013-09-29,2017-12-07,51,266.68,0.53,0,0,13,1,0,1,Settlement / Compromise,
SYNTH-01403,Commercial Dispute,Supreme Court,4,Karnataka,Telecom,2018-06-07,2025-12-27,92,34.03,0.41,1,0,1,1,0,0,Withdrawn,
SYNTH-01404,Appeal (HC),High Court (Original),3,Rajasthan,Healthcare,2016-10-09,2018-12-28,27,89.92,0.47,1,0,28,1,0,1,Settlement / Compromise,
SYNTH-01405,CIRP (IBC),High Court (Appeal),3,Delhi,Healthcare,2012-12-04,2018-05-07,66,39.09,0.48,1,0,40,0,0,0,Transferred,0.19
SYNTH-01406,Commercial Dispute,Consumer Forum (District),1,Rajasthan,Banking & Finance,2019-09-21,2021-06-12,21,13.81,0.29,0,0,35,0,0,1,Decree in favour of plaintiff,
SYNTH-01407,Arbitration,NCLAT,3,Telangana,Real Estate,2014-05-04,2015-03-30,11,44.23,0.42,0,1,6,1,0,1,Decree in favour of plaintiff,
SYNTH-01408,Liquidation (IBC),District Court,1,Punjab,Healthcare,2014-11-27,2019-06-04,55,24.86,0.6,0,0,21,0,0,1,Settlement / Compromise,46.12
SYNTH-01409,Arbitration,NCLT,2,Uttar Pradesh,Others,2011-02-22,2013-04-12,26,6.34,0.69,0,0,31,0,0,1,Decree in favour of plaintiff,
SYNTH-01410,Money Recovery,Consumer Forum (State),2,Karnataka,Infrastructure,2013-06-10,2014-08-04,14,83.22,0.76,0,0,28,0,0,0,Settlement / Compromise,16.43
SYNTH-01411,Money Recovery,High Court (Appeal),3,Punjab,Manufacturing,2018-08-11,2036-01-09,212,1740.41,0.4,0,1,0,0,1,0,Dismissed for default,1.4
SYNTH-01412,Labour / Employment,Supreme Court,4,Delhi,IT / Technology,2013-05-27,2017-02-05,45,4.68,0.48,0,0,13,1,1,0,Decree in favour of defendant,
SYNTH-01413,Labour / Employment,Consumer Forum (District),1,Gujarat,Others,2011-06-26,2012-02-21,8,21.48,0.37,0,0,31,1,0,1,Decree in favour of plaintiff,
SYNTH-01414,IP Infringement,NCLAT,3,Karnataka,Others,2020-07-08,2022-06-28,24,115.04,0.78,0,0,21,0,0,1,Settlement / Compromise,
SYNTH-01415,Appeal (HC),Consumer Forum (State),2,Uttar Pradesh,IT / Technology,2016-04-04,2020-02-13,47,9.03,0.69,0,0,1,0,0,1,Settlement / Compromise,
SYNTH-01416,Consumer Dispute,Consumer Forum (District),1,Tamil Nadu,Manufacturing,2019-01-29,2019-07-28,6,197.75,0.28,0,0,16,1,1,0,Decree in favour of defendant,
SYNTH-01417,CIRP (IBC),High Court (Appeal),3,Gujarat,IT / Technology,2013-06-09,2015-08-28,27,2.64,0.76,0,0,26,0,0,1,Decree in favour of plaintiff,34.69
SYNTH-01418,Partition,Commercial Court,2,West Bengal,Retail,2013-08-23,2015-08-13,24,27.47,0.59,0,0,20,0,1,1,Settlement / Compromise,
SYNTH-01419,Commercial Dispute,High Court (Original),3,Rajasthan,Retail,2020-08-12,2023-04-29,33,31.32,0.79,0,0,19,1,0,1,Decree in favour of plaintiff,
SYNTH-01420,Commercial Dispute,High Court (Appeal),3,Punjab,Retail,2019-08-25,2021-05-16,21,18.69,0.72,0,0,10,1,0,1,Decree in favour of plaintiff,
SYNTH-01421,Money Recovery,Commercial Court,2,Karnataka,Real Estate,2011-11-04,2014-05-22,31,88.46,0.3,0,0,27,0,1,0,Withdrawn,4.81
SYNTH-01422,CIRP (IBC),District Court,1,Karnataka,IT / Technology,2013-12-25,2015-04-19,16,71.36,0.27,0,0,22,0,1,0,Decree in favour of defendant,0.92
SYNTH-01423,Money Recovery,NCLAT,3,Karnataka,Retail,2010-11-16,2013-01-04,26,357.55,0.8,1,1,0,0,1,1,Decree in favour of plaintiff,41.24
SYNTH-01424,Money Recovery,Consumer Forum (District),1,Punjab,IT / Technology,2015-12-30,2017-02-22,14,82.77,0.58,0,0,39,1,1,1,Settlement / Compromise,65.37
SYNTH-01425,Appeal (HC),High Court (Original),3,Karnataka,Telecom,2021-07-19,2022-10-12,15,12.64,0.3,0,0,2,0,0,1,Decree in favour of plaintiff,
SYNTH-01426,Arbitration,Consumer Forum (District),1,Telangana,Healthcare,2021-05-31,2024-07-14,38,147.98,0.42,0,0,26,0,0,1,Decree in favour of plaintiff,
SYNTH-01427,Partition,High Court (Appeal),3,Rajasthan,Infrastructure,2020-05-06,2022-11-22,31,245.36,0.33,0,1,37,0,1,0,Transferred,
SYNTH-01428,Consumer Dispute,High Court (Original),3,Maharashtra,Energy,2011-08-25,2013-12-12,28,16.89,0.41,0,0,15,0,0,0,Settlement / Compromise,
SYNTH-01429,Consumer Dispute,NCLT,2,Delhi,IT / Technology,2014-09-15,2016-05-07,20,3.83,0.74,0,0,25,1,1,1,Settlement / Compromise,
SYNTH-01430,Injunction,Supreme Court,4,West Bengal,Healthcare,2021-02-28,2027-04-28,75,3.5,0.5,0,0,20,0,0,0,Transferred,
SYNTH-01431,Civil Suit,High Court (Original),3,Tamil Nadu,Energy,2013-09-06,2015-03-30,19,2.43,0.77,0,0,21,1,0,1,Decree in favour of plaintiff,
SYNTH-01432,Specific Performance,Consumer Forum (District),1,Punjab,Healthcare,2014-07-15,2016-02-05,19,43.58,0.65,0,0,40,0,0,1,Decree in favour of plaintiff,
SYNTH-01433,Civil Suit,NCLAT,3,Uttar Pradesh,IT / Technology,2012-05-06,2013-07-30,15,11.43,0.52,0,0,13,1,0,0,Transferred,
SYNTH-01434,Commercial Dispute,Consumer Forum (State),2,Delhi,Telecom,2021-11-10,2023-02-03,15,109.57,0.8,0,0,27,0,0,1,Settlement / Compromise,
SYNTH-01435,Specific Performance,Consumer Forum (State),2,West Bengal,Telecom,2020-03-28,2021-12-18,21,87.75,0.27,0,0,40,0,1,0,Decree in favour of defendant,
SYNTH-01436,Arbitration,High Court (Appeal),3,Punjab,IT / Technology,2014-12-31,2017-02-18,26,71.64,0.5,0,0,2,0,0,0,Dismissed on merits,
SYNTH-01437,Specific Performance,Supreme Court,4,Delhi,Banking & Finance,2010-02-05,2019-07-18,115,131.53,0.54,1,0,28,1,1,0,Settlement / Compromise,
SYNTH-01438,Liquidation (IBC),NCLT,2,Delhi,Telecom,2019-05-08,2021-04-27,24,80.3,0.26,0,0,40,0,0,1,Decree in favour of plaintiff,20.98
SYNTH-01439,Liquidation (IBC),High Court (Appeal),3,Uttar Pradesh,Manufacturing,2016-06-13,2019-12-25,43,42.67,0.68,0,0,24,0,0,1,Decree in favour of plaintiff,43.93
SYNTH-01440,Appeal (HC),District Court,1,Telangana,Infrastructure,2019-08-20,2021-07-10,23,8.79,0.29,0,0,1,1,0,1,Decree in favour of plaintiff,
SYNTH-01441,Appeal (HC),NCLT,2,Telangana,IT / Technology,2015-10-08,2018-05-25,32,14.31,0.48,0,0,10,0,0,0,Dismissed on merits,
SYNTH-01442,Consumer Dispute,Consumer Forum (State),2,Telangana,Infrastructure,2011-07-16,2014-06-30,36,57.52,0.29,0,0,0,0,1,0,Dismissed for default,
SYNTH-01443,Labour / Employment,Commercial Court,2,Punjab,IT / Technology,2020-02-14,2020-10-11,8,145.83,0.44,0,0,34,0,1,0,Withdrawn,
SYNTH-01444,Arbitration,Commercial Court,2,Punjab,Banking & Finance,2012-01-24,2014-12-09,35,12.3,0.44,0,0,16,0,0,0,Decree in favour of defendant,
SYNTH-01445,Injunction,Commercial Court,2,Gujarat,Real Estate,2013-04-09,2015-08-27,29,15.11,0.44,0,0,12,0,0,1,Settlement / Compromise,
SYNTH-01446,IP Infringement,NCLAT,3,Rajasthan,Others,2018-09-24,2020-03-17,18,8.19,0.69,0,0,25,1,1,0,Dismissed for default,
SYNTH-01447,Consumer Dispute,Commercial Court,2,Gujarat,Manufacturing,2015-02-01,2015-10-29,9,30.75,0.71,0,0,35,0,0,1,Decree in favour of plaintiff,
SYNTH-01448,Civil Suit,District Court,1,Delhi,Healthcare,2020-02-28,2023-11-09,45,30.07,0.35,0,1,23,0,0,0,Dismissed for default,
SYNTH-01449,Money Recovery,Consumer Forum (District),1,Uttar Pradesh,Energy,2013-01-03,2013-11-29,11,29.97,0.71,0,0,7,0,0,1,Decree in favour of plaintiff,55.1
SYNTH-01450,Money Recovery,NCLAT,3,Maharashtra,Real Estate,2010-09-24,2011-10-19,13,9.35,0.68,0,0,34,0,0,1,Decree in favour of plaintiff,70.66
SYNTH-01451,Appeal (HC),NCLT,2,Maharashtra,Energy,2013-01-26,2016-11-06,46,40.29,0.63,0,0,17,1,0,0,Withdrawn,
SYNTH-01452,Money Recovery,NCLAT,3,Karnataka,Energy,2021-03-05,2022-03-30,13,258.3,0.42,0,1,18,1,0,0,Transferred,9.48
SYNTH-01453,Arbitration,Commercial Court,2,Maharashtra,Manufacturing,2012-07-17,2016-02-27,44,96.51,0.3,0,0,7,1,0,1,Decree in favour of plaintiff,
SYNTH-01454,Specific Performance,District Court,1,Punjab,Energy,2016-12-26,2019-05-15,29,34.28,0.71,0,0,5,0,0,1,Settlement / Compromise,
SYNTH-01455,Liquidation (IBC),NCLT,2,Gujarat,IT / Technology,2016-09-03,2018-06-25,22,18.83,0.31,0,0,19,0,0,0,Dismissed on merits,0.79
SYNTH-01456,Injunction,District Court,1,West Bengal,Energy,2011-07-18,2020-07-30,110,280.42,0.3,0,1,30,1,0,1,Decree in favour of plaintiff,
SYNTH-01457,Specific Performance,Commercial Court,2,Punjab,Banking & Finance,2013-07-24,2015-02-14,19,43.6,0.57,0,0,5,1,1,0,Transferred,
SYNTH-01458,CIRP (IBC),District Court,1,Uttar Pradesh,IT / Technology,2014-11-25,2016-10-15,23,24.85,0.65,1,0,32,1,0,1,Settlement / Compromise,41.47
SYNTH-01459,CIRP (IBC),High Court (Appeal),3,Karnataka,Retail,2015-05-03,2020-06-05,62,31.56,0.28,0,0,12,0,0,0,Settlement / Compromise,3.26
SYNTH-01460,Writ (HC),Supreme Court,4,Delhi,Banking & Finance,2016-06-14,2019-10-27,41,40.73,0.4,0,0,26,1,0,0,Withdrawn,
SYNTH-01461,Writ (HC),Supreme Court,4,Karnataka,Real Estate,2014-04-16,2018-02-24,47,16.71,0.66,0,0,37,1,0,1,Settlement / Compromise,
SYNTH-01462,Partition,High Court (Appeal),3,Delhi,Manufacturing,2011-01-17,2014-05-31,41,39.51,0.65,0,0,13,1,1,1,Settlement / Compromise,
SYNTH-01463,IP Infringement,Commercial Court,2,Gujarat,Healthcare,2010-04-23,2011-11-14,19,18.31,0.48,0,0,9,0,0,0,Dismissed on merits,
SYNTH-01464,Commercial Dispute,Supreme Court,4,Tamil Nadu,Manufacturing,2021-08-21,2027-05-22,70,652.25,0.62,0,0,40,1,0,1,Decree in favour of plaintiff,
SYNTH-01465,CIRP (IBC),Consumer Forum (District),1,Delhi,Telecom,2016-02-22,2017-11-13,21,243.27,0.49,0,0,10,1,0,1,Decree in favour of plaintiff,17.81
SYNTH-01466,Specific Performance,Consumer Forum (State),2,Rajasthan,Energy,2014-07-28,2015-11-20,16,5.96,0.48,0,0,17,1,0,1,Decree in favour of plaintiff,
SYNTH-01467,Writ (HC),Commercial Court,2,Telangana,Infrastructure,2020-03-11,2021-07-04,16,326.31,0.44,0,0,17,0,0,0,Withdrawn,
SYNTH-01468,Partition,Consumer Forum (District),1,Uttar Pradesh,Energy,2019-10-30,2022-06-16,32,78.61,0.75,1,0,31,0,0,1,Settlement / Compromise,
SYNTH-01469,Money Recovery,High Court (Original),3,Telangana,Retail,2016-01-02,2017-04-26,16,40.67,0.65,0,0,17,0,0,1,Decree in favour of plaintiff,70.1
SYNTH-01470,Money Recovery,District Court,1,Uttar Pradesh,Infrastructure,2012-05-27,2016-03-07,46,122.05,0.38,0,0,35,0,0,1,Decree in favour of plaintiff,57.51
SYNTH-01471,Liquidation (IBC),Consumer Forum (District),1,Rajasthan,Manufacturing,2010-01-28,2012-03-18,26,306.95,0.33,1,0,35,0,0,0,Transferred,1.82
SYNTH-01472,Money Recovery,High Court (Original),3,Punjab,Others,2016-11-14,2019-12-29,38,128.65,0.65,0,0,17,0,0,0,Decree in favour of defendant,8.49
SYNTH-01473,Money Recovery,NCLAT,3,Tamil Nadu,Energy,2018-07-10,2020-03-31,21,45.3,0.51,0,0,2,0,0,0,Dismissed on merits,11.35
SYNTH-01474,CIRP (IBC),NCLAT,3,West Bengal,Real Estate,2015-02-08,2016-02-03,12,378.97,0.49,0,0,6,0,1,1,Decree in favour of plaintiff,18.54
SYNTH-01475,CIRP (IBC),High Court (Appeal),3,Tamil Nadu,Manufacturing,2019-04-02,2021-09-18,30,13.52,0.54,0,0,35,0,1,0,Settlement / Compromise,7.24
SYNTH-01476,Money Recovery,NCLAT,3,Tamil Nadu,Banking & Finance,2010-10-27,2012-03-20,17,14.49,0.39,0,0,17,0,0,1,Decree in favour of plaintiff,82.39
SYNTH-01477,Partition,NCLAT,3,Rajasthan,IT / Technology,2012-08-31,2013-11-24,15,32.96,0.3,0,0,40,0,0,0,Dismissed for default,
SYNTH-01478,Injunction,Consumer Forum (State),2,Uttar Pradesh,Others,2010-02-22,2013-11-03,45,109.26,0.76,0,0,26,0,1,0,Transferred,
SYNTH-01479,Writ (HC),High Court (Appeal),3,Maharashtra,Others,2016-03-24,2018-02-12,23,70.7,0.25,0,0,28,0,1,0,Transferred,
SYNTH-01480,Appeal (HC),District Court,1,Tamil Nadu,Manufacturing,2016-03-04,2021-09-04,67,540.26,0.36,0,0,2,0,1,0,Dismissed for default,
SYNTH-01481,Specific Performance,High Court (Original),3,Tamil Nadu,Healthcare,2020-05-03,2024-12-08,56,170.93,0.28,0,0,2,1,0,0,Dismissed on merits,
SYNTH-01482,IP Infringement,NCLT,2,Delhi,Energy,2019-09-08,2022-02-24,30,97.76,0.33,1,0,30,0,1,0,Dismissed on merits,
SYNTH-01483,Appeal (HC),High Court (Original),3,Karnataka,IT / Technology,2019-06-06,2024-12-06,67,7.4,0.31,0,0,9,0,0,0,Settlement / Compromise,
SYNTH-01484,Consumer Dispute,Consumer Forum (State),2,Karnataka,Others,2021-11-27,2023-10-18,23,17.14,0.77,0,0,37,0,0,1,Decree in favour of plaintiff,
SYNTH-01485,Appeal (HC),Consumer Forum (State),2,Tamil Nadu,Real Estate,2014-11-02,2017-07-19,33,345.62,0.77,0,0,28,1,0,0,Transferred,
SYNTH-01486,Commercial Dispute,High Court (Appeal),3,Delhi,Manufacturing,2016-08-18,2019-03-06,31,1.51,0.46,0,0,37,1,0,1,Decree in favour of plaintiff,
SYNTH-01487,IP Infringement,Consumer Forum (State),2,Tamil Nadu,Infrastructure,2012-07-16,2014-05-07,22,214.91,0.56,0,0,8,1,1,1,Settlement / Compromise,
SYNTH-01488,Civil Suit,High Court (Appeal),3,Uttar Pradesh,Banking & Finance,2021-05-27,2025-11-02,54,103.78,0.72,0,1,34,0,0,1,Decree in favour of plaintiff,
SYNTH-01489,Specific Performance,NCLT,2,Tamil Nadu,Banking & Finance,2017-06-13,2019-08-02,26,8.02,0.55,0,1,31,0,0,0,Settlement / Compromise,
SYNTH-01490,Injunction,Consumer Forum (State),2,Gujarat,Real Estate,2019-12-03,2022-11-17,36,15.62,0.29,0,0,20,0,0,1,Decree in favour of plaintiff,
SYNTH-01491,Labour / Employment,District Court,1,Punjab,Banking & Finance,2010-04-05,2022-01-02,143,128.48,0.68,0,0,1,1,1,1,Settlement / Compromise,
SYNTH-01492,Consumer Dispute,Commercial Court,2,Punjab,Real Estate,2014-04-09,2015-09-01,17,21.82,0.51,0,0,34,0,1,1,Settlement / Compromise,
SYNTH-01493,Arbitration,High Court (Original),3,Maharashtra,Energy,2017-01-06,2019-10-23,34,38.12,0.46,1,0,18,0,0,1,Decree in favour of plaintiff,
SYNTH-01494,Writ (HC),High Court (Original),3,Uttar Pradesh,Others,2020-09-10,2025-10-14,62,72.21,0.41,0,0,9,1,0,1,Decree in favour of plaintiff,
SYNTH-01495,Arbitration,District Court,1,Telangana,Manufacturing,2018-07-06,2021-03-22,33,930.44,0.51,0,0,2,0,1,1,Settlement / Compromise,
SYNTH-01496,Arbitration,Supreme Court,4,Tamil Nadu,Retail,2017-08-29,2022-09-02,61,172.99,0.3,0,0,9,0,0,0,Dismissed for default,
SYNTH-01497,Labour / Employment,High Court (Original),3,Punjab,Retail,2016-01-17,2018-03-07,26,94.13,0.53,0,0,3,0,0,0,Withdrawn,
SYNTH-01498,Liquidation (IBC),District Court,1,Rajasthan,Others,2010-11-19,2015-06-26,56,3.21,0.59,1,0,26,0,0,1,Decree in favour of plaintiff,41.28
SYNTH-01499,Labour / Employment,NCLAT,3,Telangana,Real Estate,2010-05-20,2012-02-09,21,62.18,0.67,0,0,33,1,1,0,Decree in favour of defendant,
SYNTH-01500,IP Infringement,Commercial Court,2,Telangana,Infrastructure,2018-10-14,2021-01-31,28,72.77,0.39,0,0,33,0,0,0,Dismissed for default,
SYNTH-01501,CIRP (IBC),Consumer Forum (State),2,Telangana,Manufacturing,2021-03-07,2024-02-20,36,478.64,0.73,0,0,12,0,1,0,Dismissed for default,0.5
SYNTH-01502,Appeal (HC),High Court (Original),3,Telangana,Retail,2011-06-21,2017-09-17,76,6173.89,0.33,0,0,10,0,0,1,Settlement / Compromise,
SYNTH-01503,Injunction,NCLT,2,West Bengal,Manufacturing,2010-06-19,2011-11-11,17,78.6,0.38,0,0,23,0,0,1,Settlement / Compromise,
